GERP3,meandaf
1.51,0.120432848965214
1.57,0.198900879296563
1.07,0.152496382730455
0.15,0.395328358208955
-0.189,0.380535564853556
0.136,0.410848167539267
0.126,0.145417989417989
-0.624,0.400268852459016
1.5,0.270295830575778
-0.804,0.345319875776398
2.33,0.140776286353468
2.05,0.157940526762957
-0.834,0.371592592592593
-1.15,0.410381415929204
0.337,0.296284009546539
-1.2,0.364880572372042
0.336,0.309722772277228
-2.23,0.496151661129568
0.059,0.2
-0.092,0.210060975609756
-1.18,0.35976350320415
0.021,0.317008982035928
0.06,0.158227722772277
-1.87,0.439171740379092
0.682,0.136256653992395
1.25,0.0969531131032789
0.228,0.137579637096774
0.01,0.367154727793696
1.83,0.153782442748092
2.86,0.17596875
3.07,0.10497619047619
-3.76,0.472148036253776
1.04,0.124058692628651
0.258,0.172761976047904
-2.36,0.450948637316562
-0.148,0.308073059360731
0,0.275310391530882
0.843,0.196275637147892
1.81,0.133341155234657
-5.7,0.460055555555556
2.04,0.183677215189873
-6.02,0.458203125
-0.229,0.543987691815857
0.966,0.0927264150943396
2.97,0.176890909090909
1.94,0.157489389920424
0.47,0.264169871794872
2.09,0.0881736047991274
0.972,0.15401138952164
-4.18,0.522247918593895
0.698,0.119339160839161
2.98,0.183673306772908
-0.924,0.438959272097054
0.462,0.129927000879507
-2.19,0.492374045801527
0.758,0.16229449747333
-0.045,0.529765554553652
-0.094,0.251027777777778
-0.741,0.399600682593857
-0.107,0.355969100038625
-0.076,0.21706884057971
-0.018,0.298183168316832
0.111,0.333383631713555
-0.333,0.48099696969697
0.103,0.153299509001637
0.052,0.193265664160401
-2.5,0.466999697866941
-0.001,0.300256582343831
0.702,0.189779165784459
-1.56,0.40310110864745
-1.37,0.442187328662808
3.88,0.118270833333333
-0.132,0.4370453125
0.239,0.174712439418417
-0.832,0.262314136125654
1.84,0.184958139534884
0.425,0.179309623430962
2,0.139670226969292
2.2,0.10858658008658
-4.4,0.493637526652452
2.1,0.171030526315789
1.87,0.211339382940109
-2.65,0.490384308510638
0.178,0.271887179487179
1.53,0.0924156789353296
2.29,0.109108604845447
1.42,0.190042918454936
3.31,0.0769565217391304
0.741,0.135308571428571
1.88,0.118499760879962
2.35,0.191326278659612
1.34,0.101163192625956
4.94,0.0555547445255474
6,0.0412150993377483
-1.48,0.40925568045922
0.654,0.207087633087633
2.71,0.207112804878049
4.16,0.197045977011494
0.907,0.242126888217523
0.727,0.148903448275862
3.66,0.133843511450382
-1.85,0.425722732491389
-7.33,0.429111111111111
-4.65,0.552210526315789
0.615,0.16860147601476
0.538,0.119846153846154
1.01,0.140902306967985
0.338,0.156417098445596
-2.89,0.458819391634981
0.049,0.11819373549884
-2.47,0.450270992366412
-1.41,0.439555724417427
-2.53,0.469433484162896
-3.88,0.435287128712871
-4.49,0.463265625
2.83,0.204467391304348
-0.075,0.326696390658174
0.346,0.247142857142857
-0.487,0.442416961130742
0.202,0.366443762781186
-2.6,0.415608445297505
-1.83,0.408857843137255
-2.64,0.436631425800194
-1.76,0.423959384352287
3.56,0.172009389671362
-2.81,0.497557575757576
-0.146,0.227851764705882
-0.465,0.525876275510204
-0.339,0.459696798493409
-1.63,0.431712084737602
0.008,0.131322241305281
-0.348,0.396584810126582
-0.927,0.437294663573086
-0.411,0.190502994011976
-1.79,0.384718309859155
-0.376,0.301067285382831
0.894,0.107880958083832
-1.78,0.434208010923987
-0.716,0.22972380952381
-0.283,0.335269624573379
0.796,0.0911173020527859
-2.07,0.42204248956656
-1.98,0.462161303802758
0.465,0.271537148594378
-0.901,0.293822463768116
-0.481,0.520423236514523
0.95,0.105155866158407
-0.237,0.319283146067416
-1.64,0.435395833333333
-1.38,0.342822583265638
-1.35,0.418572377158035
-1.86,0.420047920133111
-1.42,0.31078200943054
0.307,0.297122257053292
-0.523,0.359002538071066
-4.74,0.472666666666667
-0.473,0.412065830721003
-0.496,0.475560913705584
-1.52,0.398196486825596
-0.327,0.245933493109647
-1.69,0.345194992496065
-0.34,0.322210569777044
-2.04,0.444905312993161
0.987,0.111849832214765
-0.337,0.382690355329949
-0.472,0.378331439393939
0.499,0.198578431372549
-0.773,0.25599173553719
1.21,0.171213895781638
-1.08,0.368606551475882
0.151,0.354756828193833
0.033,0.175834821428571
1.55,0.0976460087000735
-1.05,0.422200460829493
0.427,0.128956656346749
0.399,0.653066995478833
-1.26,0.403395945517897
0.164,0.685614616870573
0.544,0.0706387225548902
0.382,0.2677
0.369,0.43378897338403
-0.101,0.450215488215488
-0.657,0.487201005025126
1.11,0.138112963832785
1.6,0.141377921432123
0.553,0.150888594164456
0.778,0.150056144067797
0.93,0.115193004372267
-0.127,0.39955652173913
-0.007,0.185635585970915
-0.821,0.710322195704057
-0.503,0.381613402061856
-1.74,0.475019744058501
-1.66,0.465579767947788
-0.057,0.203899217221135
-1.31,0.454316041725402
-1.68,0.471411697247706
-1.27,0.42990264255911
-1.6,0.375616680032077
-1.92,0.41649114331723
-0.234,0.494
-0.085,0.159108823529412
-0.006,0.121189215686275
-1.28,0.399663112522686
-1.54,0.395491556366956
-0.1,0.20518320610687
-0.478,0.482980501392758
-0.358,0.508441176470588
-1.97,0.394448646125117
-0.205,0.210267890772128
-0.106,0.179579556412729
-1.95,0.483746245306633
-0.16,0.335671742808799
-0.437,0.551283611171249
3.4,0.206246153846154
-0.056,0.228767216294859
-0.343,0.186046511627907
-1.49,0.388902973395931
-1.89,0.44024405218726
-0.323,0.327059288537549
0.797,0.137759936406995
0.784,0.160748166259169
-0.306,0.312961403508772
0.882,0.112975113915177
-0.176,0.273221218961625
-1.91,0.429609107037256
-0.386,0.425324444444444
0.936,0.154593087707858
-1.47,0.389663116591928
-0.231,0.230730103806228
-0.116,0.325554702495202
-0.966,0.464566153846154
0.677,0.107755345394737
-1,0.403640709156194
-0.26,0.135863057324841
-0.325,0.36812
0.846,0.105252435064935
-0.258,0.277158924205379
-0.595,0.436680203045685
-0.351,0.225229166666667
-0.764,0.294468950749465
0.524,0.134472122762148
0.67,0.151087281795511
-0.489,0.325361256544503
-1.59,0.426262209767814
-1.43,0.408401585820895
-0.714,0.398818181818182
-0.164,0.270810810810811
-0.416,0.242396860986547
0.637,0.138406130268199
-0.564,0.37117903930131
-0.641,0.275211155378486
-0.722,0.251623655913979
-1.11,0.363044318181818
-1.01,0.368094746295465
1.39,0.145491650485437
-0.452,0.175414772727273
-1.3,0.318227899432279
-3.39,0.527219887663824
0.652,0.0919231411862991
-0.518,0.178411971830986
0.293,0.175585106382979
0.597,0.109714285714286
-1.55,0.428122947368421
-1.16,0.404403005464481
-0.69,0.44778125
-0.558,0.308531561461794
0.515,0.102134943181818
0.591,0.158590643274854
-0.573,0.247723404255319
-0.032,0.246265957446809
0.573,0.13004347826087
0.645,0.104769523809524
-2.26,0.428092146987502
2.37,0.101379262831554
-5.21,0.534949512091642
1.23,0.155008390770153
0.99,0.142951923076923
3.45,0.112067134268537
2.17,0.161196145124717
3.32,0.184736059479554
3.51,0.170253856942497
1.63,0.205798816568047
-7.4,0.5975
1.47,0.132460584588131
1.58,0.102022713130056
0.461,0.200575342465753
0.541,0.22715
0.556,0.0864041184041184
-2.9,0.492492836676218
1.73,0.207429802955665
0.785,0.286792682926829
-1.88,0.390307584269663
0.853,0.210245098039216
-3.2,0.452984682713348
0.711,0.145109826589595
0.816,0.147905529953917
-3.35,0.436987987987988
-0.59,0.337843205574913
-4.39,0.42244094488189
0.341,0.165207547169811
-0.58,0.311881019830028
2.41,0.172227272727273
-0.355,0.296762931034483
-0.119,0.281307692307692
-0.526,0.464262626262626
-1.03,0.335320734341253
-1.34,0.358881903906601
-5.95,0.437590163934426
0.703,0.155557874762808
0.068,0.297669387755102
-2.37,0.449844884488449
2.27,0.147373690337602
2.53,0.194746500777605
2.47,0.211811934900543
2.56,0.137532062391681
2.5,0.137557392102847
0.443,0.138716510903427
-0.328,0.384434426229508
0.588,0.0950214285714286
-6.82,0.4815
5.1,0.0467674722403658
2.77,0.272137566137566
-7.21,0.398529411764706
-0.63,0.54139446366782
-0.99,0.469273224043716
2.4,0.199948763250883
1.06,0.331536451853695
3.35,0.116266666666667
-2.2,0.430785290628707
0.646,0.180791907514451
3.13,0.257006825938567
-0.141,0.308349137931035
-0.202,0.184495384615385
-8.15,0.582384615384615
3.57,0.343337730870712
-9.05,0.559272727272727
2.99,0.174600732600733
-8.68,0.500476190476191
-0.378,0.298005780346821
-0.096,0.211713684210526
1.4,0.140532431356944
1.29,0.148409068982151
0.397,0.232643162393162
-0.863,0.343858108108108
-0.588,0.356776824034335
-0.512,0.319171171171171
0.603,0.436386699507389
0.594,0.148086021505376
-3.07,0.485327795084804
-3.21,0.506287462686567
0.444,0.583730538922156
1.38,0.137344410876133
-2.35,0.416278631738472
0.291,0.74503808839382
0.304,0.183275333333333
-1.09,0.390978983382209
-1.71,0.394248516809492
-1.72,0.449820983995258
0.774,0.125191950464396
-0.4,0.322503496503497
-1.93,0.451664750110571
-0.338,0.585474172185431
0.963,0.104350703803534
-0.308,0.186176056338028
0.822,0.151927738927739
0.724,0.138300940438871
-1.73,0.436268656716418
-0.12,0.312418604651163
-0.265,0.401142028985507
-0.071,0.216212435233161
0.161,0.437638554216867
1.24,0.114832191780822
-0.269,0.394449152542373
-0.206,0.278888544891641
-6.57,0.426566666666667
0.94,0.10837037037037
2.64,0.15109156626506
0.325,0.311569105691057
-4.02,0.406657276995305
-0.041,0.269950166112957
4.09,0.0661496688741722
3.98,0.0823394160583942
1.59,0.0988484539585457
0.064,0.344748062015504
-4.11,0.506781481481481
0.132,0.275343617021277
0.996,0.139009259259259
2.69,0.178168674698795
2.45,0.414475760065735
-3.28,0.459008960573477
3.73,0.125321656050955
1.28,0.26206555723651
-1.36,0.419673399520712
-0.024,0.465521739130435
-0.074,0.224323262839879
1.02,0.131316804407713
-1.44,0.390744036697248
0.029,0.352464646464646
-0.387,0.519786432160804
2.16,0.147822361546499
0.48,0.147103921568627
0.69,0.189020158387329
0.975,0.102848377581121
0.032,0.165686567164179
-0.592,0.423076923076923
-0.304,0.308803703703704
4.64,0.0541421686746988
4.88,0.0572185628742515
5,0.0547467532467532
2.81,0.204955882352941
3.89,0.166510273972603
1.8,0.181021172638436
-7.38,0.496162790697674
4.86,0.142871428571429
4.78,0.122235294117647
3.18,0.195174285714286
-1.81,0.456617546264565
0.783,0.1821
-0.418,0.402041493775934
-3.03,0.407734299516908
-0.709,0.348697674418605
-2.66,0.490694675052411
0.158,0.0752168049792531
0.221,0.152825858778626
0.29,0.739028762975779
0.198,0.15979329004329
-1.07,0.376696860986547
-0.097,0.373467741935484
0.699,0.127693975903614
-2.06,0.461882560187904
0.59,0.0941080459770115
0.68,0.703773511543135
-0.713,0.43986974789916
-2.24,0.440874343048256
0.271,0.261622489959839
0.57,0.530838815789474
-0.96,0.411307958477509
-0.52,0.225141666666667
-1.22,0.417244364937388
-0.836,0.439586614173228
0.217,0.234923076923077
0.079,0.267629080118694
0.056,0.411495169082126
0.191,0.226333333333333
-1.23,0.447186435868331
-0.112,0.173144246353323
0.423,0.117832167832168
-1.61,0.420540540540541
-0.11,0.161935135135135
1.36,0.158441897868918
-0.222,0.385104046242775
4,0.132565597667638
0.233,0.219807843137255
-5.18,0.510019801980198
-8.46,0.339057142857143
4.23,0.157516666666667
3.34,0.125940617577197
3.12,0.231702205882353
-0.593,0.401659898477157
4.44,0.157197530864198
-0.729,0.278828685258964
1.52,0.20998849797023
3.25,0.176268907563025
3.39,0.214967088607595
-3.52,0.483508591065292
3.23,0.146973333333333
3.17,0.287550522648084
3.15,0.187707006369427
0.964,0.145622093023256
-5.68,0.43720987654321
4.29,0.0918303571428571
-4.15,0.418553333333333
-0.03,0.180627865961199
0.098,0.192678787878788
2.34,0.170248062015504
-4.68,0.503400662251656
0.776,0.138264367816092
-0.042,0.167631313131313
-2.28,0.460722445695897
-3.73,0.445524528301887
-3.37,0.456973988439306
0.988,0.143711678832117
-4.26,0.484786885245902
-3.3,0.455408099688474
-1.17,0.404224151967436
-3.32,0.454154970760234
-0.958,0.637595419847328
-1.82,0.441351717902351
-2.33,0.476315467075038
1.09,0.146377771461057
-0.672,0.306162303664921
0.61,0.122385587863464
-1.94,0.435598917322835
0.968,0.110394685200327
-0.078,0.244220443349754
0.016,0.459363057324841
0.193,0.156105485232068
0.731,0.138888721804511
-1.77,0.40373618715779
0.883,0.123796248934356
0.451,0.231286956521739
0.268,0.603319230769231
-0.945,0.403072790294627
-0.786,0.448767716535433
0.512,0.171808877928483
-0.51,0.530293305728088
-0.341,0.537944869215292
-0.401,0.412073192239859
0.739,0.196317269076305
0.809,0.138673590504451
0.583,0.101746432491767
-0.049,0.182494226327945
0.222,0.359568778979907
-0.093,0.585971111111111
0.246,0.189427317073171
-0.08,0.395256332320162
-0.223,0.428416349465289
-1.99,0.430962202136401
-0.957,0.43758742632613
0.5,0.255966573816156
-0.974,0.307206798866856
-1.39,0.419872280701754
-1.4,0.381264041994751
-0.669,0.392285714285714
-0.217,0.485380036079375
-0.177,0.41292270531401
0.815,0.114938743659774
-0.079,0.577561382598331
0.486,0.125386821705426
0.05,0.695468259385665
0.061,0.68955455568054
0.097,0.215118782479584
-1.7,0.460729873908826
0.766,0.12298615916955
-0.161,0.542193759071118
-0.209,0.313085889570552
0.985,0.341151785714286
0.663,0.147843457943925
0.288,0.127775165319618
-0.025,0.153540100250627
0.069,0.0959728718428438
0.215,0.381591780821918
0.104,0.494077049180328
1.18,0.153302069199457
-0.172,0.353691511387164
-0.135,0.202459016393443
0.086,0.172315950920245
0.586,0.180007477906186
-0.972,0.352807622504537
0.502,0.146660692951016
-0.976,0.361072186836518
0.488,0.219277335984095
-0.712,0.303169230769231
-0.369,0.2832775
-0.533,0.423593679458239
-0.393,0.255645161290323
-0.368,0.40643618513324
-1.06,0.33522350138944
-0.467,0.44648291571754
-1.46,0.441244963369963
-0.137,0.468976988382484
-0.324,0.553313112283346
-0.692,0.223014814814815
0.841,0.23508024691358
1.98,0.0948065693430657
-0.104,0.476306695464363
-0.758,0.309913294797688
0.365,0.148426829268293
0.316,0.164218106995885
0.275,0.179849710982659
-2.43,0.408848156182213
0.127,0.195455
-1.57,0.391518326417704
-0.243,0.308352272727273
-0.224,0.21865752688172
0.042,0.267677395209581
-0.403,0.565976805831677
0.012,0.242232890704801
0.35,0.692864450127877
-0.021,0.376565459610028
0.077,0.249080168776371
-2.02,0.443284683239775
2.42,0.23282532051282
1.44,0.143602991162475
0.554,0.187241721854305
1.05,0.196756949152542
1.2,0.37657883708748
0.131,0.355661625708885
-0.812,0.409050516647532
0.406,0.149813996316759
-0.678,0.241956568946797
2.32,0.0752967199928501
-3.29,0.49230303030303
-8.47,0.447103448275862
2.75,0.388375335120643
4.02,0.106743190661479
-0.828,0.192748858447489
3.09,0.138079822616408
-0.87,0.439236698499318
0.595,0.12571948608137
0.647,0.235593495934959
2.25,0.128372305140962
-0.461,0.274306748466258
-0.682,0.337900621118012
3.03,0.147469914040115
3.04,0.309838785046729
2.7,0.182369565217391
2.96,0.23472
4.03,0.117906593406593
0.839,0.158663414634146
2.67,0.265035587188612
-7.47,0.328674418604651
3.84,0.10092962962963
-0.38,0.28270652173913
4.79,0.0764047619047619
3.79,0.139739393939394
4.91,0.152576171875
3.91,0.13101872659176
-2.08,0.461484113712375
-3.62,0.468604316546763
-0.174,0.186059278350515
3.19,0.251321585903084
0.612,0.204649425287356
-5.91,0.429616279069767
-5.13,0.336940476190476
-2.41,0.488345951629863
0.045,0.714080361173815
0.435,0.21586301369863
-2.09,0.438208067940552
-3.26,0.425808917197452
4.36,0.0948255813953488
-0.577,0.260324004305705
-1.84,0.408957777777778
-0.225,0.232318876644152
-0.991,0.302533783783784
-11.7,0.465928571428571
3.37,0.132729344729345
3.5,0.210479876160991
0.243,0.196290322580645
-6.37,0.441782608695652
-2.85,0.473906614785992
-12,0.536212851405622
0.55,0.254907056798623
-8.69,0.5762
0.932,0.164811428571429
2.36,0.151498355263158
0.333,0.259545454545455
-5.92,0.358308823529412
-2.01,0.453087252475248
-8.1,0.477621621621622
-0.652,0.324989847715736
-5.04,0.460244897959184
-5.19,0.336217391304348
3.69,0.275810169491525
-4.13,0.446704545454545
0.438,0.29647619047619
0.923,0.141454545454545
0.156,0.76100755572346
-5.61,0.406888888888889
0.872,0.176072192513369
-10.7,0.532156756756757
1.93,0.104651223128243
0.153,0.176309582309582
0.166,0.203426666666667
0.138,0.16412293144208
-0.656,0.293004716981132
-0.151,0.390310104529617
-0.886,0.623683297180043
0.272,0.201151282051282
0.429,0.35468932038835
-0.353,0.406482242990654
0.431,0.199190163934426
0.428,0.457693266832918
0.738,0.121769784172662
-2.63,0.447913098236776
0.749,0.120243243243243
-0.382,0.139803713527851
0.305,0.37547311827957
-2.76,0.487727510917031
0.007,0.329258872651357
-2.59,0.448809927360775
-2.39,0.470450980392157
0.224,0.127743271221532
-2.34,0.463013384321224
-2.12,0.442513687600644
-0.302,0.34547619047619
0.114,0.27413698630137
0.527,0.735086515513127
-0.928,0.461453441295547
0.3,0.664867391304348
0.332,0.637265397536394
0.078,0.146686046511628
1.19,0.109632466509062
0.951,0.114229166666667
-3.45,0.462368243243243
0.986,0.110364269141531
1.41,0.115590920305946
-1.12,0.365690148911798
0.452,0.391922841083291
1.54,0.126821985815603
-1.65,0.446357974546439
2.28,0.245577380952381
0.895,0.199243902439024
1.08,0.320995495495495
0.487,0.176824390243902
-4.04,0.490837931034483
-4.33,0.481446540880503
0.613,0.152602739726027
2.43,0.0931884615384615
-0.022,0.242665271966527
-0.913,0.379951351351351
0.878,0.174247272727273
-0.556,0.311238907849829
-0.409,0.277048969072165
-2.27,0.460691304347826
-1.51,0.410055831951354
-0.182,0.326521568627451
0.317,0.118667551779076
0.392,0.361707650273224
0.393,0.338065573770492
-0.051,0.223668122270742
0.508,0.624577092511013
0.124,0.306739726027397
0.387,0.212355731225296
0.082,0.274534782608696
0.361,0.322495833333333
0.232,0.198541850220264
2.52,0.128023041474654
0.32,0.343390041493776
-2.25,0.461635813148789
-0.912,0.419744939271255
-0.926,0.479341897233202
0.639,0.131931564986737
-0.879,0.257721556886227
0.322,0.140070281124498
0.09,0.285355053191489
0.51,0.11557326007326
0.578,0.592645273200347
0.593,0.703066513761468
0.547,0.142297131147541
-0.557,0.434534615384615
0.572,0.275889380530973
-0.867,0.467903460837887
0.498,0.0702264705882353
-0.653,0.307147727272727
-1.14,0.400453246753247
0.718,0.124326180257511
5.17,0.0620561643835616
2.39,0.106727922624054
-2.4,0.487669879518072
-3.12,0.461885650224215
0.433,0.239964285714286
0.513,0.1707625
0.135,0.362400881057269
-0.192,0.198581602373887
0.248,0.187088339222615
0.236,0.150647363872083
0.503,0.162547511312217
0.472,0.161378698224852
-0.142,0.270067226890756
2.57,0.414361133603239
-0.655,0.375103174603175
-0.989,0.270046563192905
-0.681,0.380996996996997
-2.17,0.466032056990205
0.306,0.249454945054945
0.519,0.240921487603306
-11.1,0.501830827067669
-0.423,0.332935251798561
0.921,0.168125448028674
1.99,0.139815431164902
-1.96,0.444217305151915
4.3,0.141573913043478
-6.35,0.477442857142857
-7.62,0.539810344827586
3.42,0.27980612244898
3.61,0.249137440758294
3.44,0.161868686868687
0.386,0.382223880597015
0.199,0.293024242424242
0.331,0.597525987525988
-0.188,0.365125423728814
-4.71,0.461915789473684
0.141,0.336186813186813
-0.881,0.437161157024793
3.43,0.181346456692913
-0.314,0.453093617021277
2.24,0.117155555555556
0.609,0.236073170731707
0.074,0.155180582524272
-3.42,0.490119158878505
1.64,0.151676406926407
1.97,0.125034955448938
0.142,0.40859756097561
-0.256,0.251597701149425
-0.563,0.231176724137931
-0.916,0.205571929824561
-0.644,0.553817629179331
0.464,0.313699530516432
0.477,0.140757575757576
0.468,0.165689265536723
0.467,0.242783382789317
0.26,0.207162303664921
0.389,0.206544857768053
0.581,0.232627450980392
0.04,0.35316081871345
0.575,0.244079019073569
0.476,0.173973076923077
0.257,0.219722367275892
-7.03,0.426754098360656
1.78,0.174806697108067
-0.946,0.391822222222222
0.491,0.251869137232195
-0.702,0.379503067484663
0.606,0.146627717391304
0.833,0.107375494071146
0.129,0.237075757575758
-0.803,0.297665644171779
0.22,0.170038605898123
0.125,0.196657142857143
0.092,0.169625748502994
0.083,0.1838
0.169,0.207191088654111
-0.214,0.257815240083507
-0.345,0.411358490566038
-0.364,0.359204248366013
-0.207,0.239699845679012
-0.346,0.185985553772071
0.162,0.140282647584973
-1.53,0.450234861591696
-0.029,0.726675418275418
-1.04,0.303168504631672
0.229,0.118792323869611
-0.038,0.25293634840871
-0.567,0.372811940298507
-0.683,0.262317991631799
-0.892,0.400637566137566
0.139,0.370637043189369
0.048,0.402655555555556
0.692,0.169299145299145
-2.14,0.439741982507289
-2.87,0.460280721533258
-3.25,0.484633239831697
-0.825,0.33519298245614
-0.536,0.38511377245509
-0.983,0.460348441926346
0.143,0.651810965954078
0.038,0.186731543624161
-1.13,0.408607311827957
1.22,0.131938001458789
-3.1,0.477112328767123
-0.248,0.24881163434903
-5.03,0.494784905660377
-4.69,0.512307692307692
-4.84,0.440011363636364
-3.84,0.495029411764706
0.72,0.300617283950617
-2.51,0.423138500635324
-0.987,0.475473469387755
-4.17,0.438612745098039
-3.77,0.451879166666667
2.23,0.110071923281833
0.168,0.171133928571429
-0.06,0.189030188679245
2.44,0.171650283553875
-4.89,0.481247524752475
2.21,0.269598440545809
0.953,0.208946666666667
0.9,0.232048780487805
0.994,0.220965217391304
0.343,0.201727810650888
0.648,0.117046692607004
-0.755,0.241733576642336
0.906,0.535898412698413
-4.32,0.491268882175227
-0.679,0.483066929133858
-0.855,0.439388349514563
2.08,0.123118243243243
-2.54,0.444828626444159
-0.298,0.329822064056939
-0.757,0.240842465753425
-3.14,0.448614395886889
0.349,0.428386046511628
0.363,0.459363636363636
0.501,0.159039719626168
0.335,0.171733944954128
-0.354,0.307518791451732
-0.238,0.556654626108999
0.133,0.337328405491024
0.073,0.197319587628866
0.192,0.223021630615641
0.195,0.395926517571885
0.296,0.163575757575758
-2.61,0.432285714285714
-0.068,0.225806547619048
-0.604,0.259633431085044
0.302,0.288642659279778
-0.069,0.37133606557377
-2.13,0.464008307372793
-0.981,0.711981001727116
0.297,0.329519721577726
0.79,0.133971084337349
0.514,0.283410229645094
-0.896,0.27663503649635
0.372,0.247773148148148
-1.67,0.466701518691589
0.005,0.212458791208791
0.095,0.33346204620462
-0.295,0.427863951473137
-0.894,0.387090682196339
-0.82,0.288439306358381
0.235,0.12799481529488
-0.985,0.286563106796117
-0.195,0.181278911564626
0.063,0.243544850498339
-0.003,0.225889123548046
-2.3,0.453380591878871
-0.273,0.393029661016949
0.598,0.194758928571429
-0.551,0.419347107438017
0.875,0.26371978021978
-0.468,0.441330555555556
-0.342,0.326174934725849
-0.289,0.237927461139896
-0.509,0.348047650130548
-0.506,0.381564171122995
-0.35,0.181926380368098
-2.16,0.493259860788863
0.185,0.557544726766446
0.107,0.164371342835709
-0.986,0.39812389380531
0.121,0.153310897435897
-0.829,0.363746341463415
0.112,0.184762032085561
-0.357,0.39246582733813
-0.435,0.375925434116445
-0.537,0.295904761904762
-0.433,0.232017073170732
-0.347,0.219301115241636
-0.114,0.349212609970674
-0.293,0.225419607843137
-0.171,0.211838150289017
-0.099,0.707513663092356
-0.199,0.151381990521327
0.602,0.154586538461538
-2.29,0.470049894588897
0.416,0.278142131979695
-0.033,0.205883720930233
-6.72,0.473728813559322
-3.85,0.50485428907168
2.79,0.143186046511628
4.11,0.337005141388175
4.08,0.0998782051282051
3.99,0.383315942028986
-0.993,0.611638830897704
-4.94,0.497202247191011
-5.71,0.400084210526316
0.269,0.233072847682119
2.3,0.198072810011377
0.977,0.198544444444444
-10.2,0.535526241134752
-2.56,0.4389375
2.55,0.215671280276817
2.73,0.125404301075269
2.19,0.179548913043478
1.65,0.201703422053232
0.767,0.13641
0.214,0.227052775250227
-0.432,0.297235294117647
-0.371,0.347927272727273
-0.47,0.447933760683761
0.118,0.186466155810983
0.117,0.143464673913043
-1.33,0.377102471678682
0.128,0.239233384853168
0.997,0.1201640625
1,0.160025951557093
0.163,0.188255936675462
0.77,0.109873388042204
0.506,0.140935323383085
0.44,0.150189189189189
0.909,0.114408415841584
-0.767,0.33811214953271
0.628,0.0830657237936772
-0.543,0.245538888888889
0.41,0.138438242280285
-0.548,0.402197278911565
0.398,0.184489583333333
-0.284,0.234922077922078
-0.515,0.500639686684073
0.589,0.194737354085603
0.408,0.187096916299559
1.43,0.177923506811037
0.076,0.150178787878788
0.87,0.114359249329759
-3.09,0.479505730659026
-0.689,0.433738562091503
0.122,0.138883401920439
-0.95,0.451585714285714
0.245,0.103826998689384
0.52,0.17913216957606
-0.732,0.319300884955752
-0.695,0.305252173913043
0.937,0.558070287539936
0.034,0.249651408450704
-0.098,0.297052419354839
0.463,0.122416149068323
-0.048,0.255940082644628
-0.427,0.284267857142857
-2.11,0.396746641074856
-0.122,0.286888121546961
-0.801,0.340213649851632
-0.779,0.463456621004566
0.212,0.326659624413146
-0.291,0.446529839883552
-0.365,0.330727891156463
-0.971,0.172528125
0.625,0.124023560209424
-0.635,0.336961538461538
-0.954,0.426130877742947
-0.848,0.360015243902439
1.27,0.15116421167485
-1.02,0.361528515454941
0.259,0.352614678899083
-2.55,0.395320547945205
0.194,0.262267782426778
-0.332,0.302254826254826
-0.728,0.552751391465677
-0.278,0.261594827586207
-0.608,0.547137651821862
-0.274,0.369994444444444
1.75,0.169945508100147
3.93,0.233699619771863
3.87,0.110541806020067
1.76,0.21168
1.89,0.213560836501901
-1.32,0.392353142857143
0.565,0.123930612244898
-0.27,0.281356862745098
